image_name,label
1363.Hold,Hold
1364.Hold,Hold
1365.Hold,Hold
1366.Hold,Hold
1367.Hold,Hold
1368.Hold,Hold
1369.Hold,Hold
1370.Hold,Hold
1371.Hold,Hold
1372.Hold,Hold
1373.Hold,Hold
1374.Sell,Sell
1375.Hold,Hold
1376.Hold,Hold
1377.Hold,Hold
1378.Hold,Hold
1379.Buy,Buy
1380.Hold,Hold
1381.Hold,Hold
1382.Hold,Hold
1383.Hold,Hold
1384.Hold,Hold
1385.Hold,Hold
1386.Hold,Hold
1387.Hold,Hold
1388.Hold,Hold
1389.Hold,Hold
1390.Hold,Hold
1391.Hold,Hold
1392.Hold,Hold
1393.Hold,Hold
1394.Hold,Hold
1395.Hold,Hold
1396.Hold,Hold
1397.Hold,Hold
1398.Hold,Hold
1399.Hold,Hold
1400.Hold,Hold
1401.Hold,Hold
1402.Hold,Hold
1403.Hold,Hold
1404.Hold,Hold
1405.Hold,Hold
1406.Hold,Hold
1407.Hold,Hold
1408.Buy,Buy
1409.Hold,Hold
1410.Hold,Hold
1411.Hold,Hold
1412.Hold,Hold
1413.Hold,Hold
1414.Hold,Hold
1415.Hold,Hold
1416.Hold,Hold
1417.Hold,Hold
1418.Hold,Hold
1419.Hold,Hold
1420.Hold,Hold
1421.Hold,Hold
1422.Hold,Hold
1423.Hold,Hold
1424.Sell,Sell
1425.Sell,Sell
1426.Hold,Hold
1427.Hold,Hold
1428.Hold,Hold
1429.Hold,Hold
1430.Hold,Hold
1431.Hold,Hold
1432.Hold,Hold
1433.Hold,Hold
1434.Hold,Hold
1435.Hold,Hold
1436.Hold,Hold
1437.Hold,Hold
1438.Sell,Sell
1439.Hold,Hold
1440.Sell,Sell
1441.Sell,Sell
1442.Sell,Sell
1443.Hold,Hold
1444.Hold,Hold
1445.Hold,Hold
1446.Hold,Hold
1447.Hold,Hold
1448.Hold,Hold
1449.Hold,Hold
1450.Hold,Hold
1451.Hold,Hold
1452.Hold,Hold
1453.Hold,Hold
1454.Hold,Hold
1455.Hold,Hold
1456.Hold,Hold
1457.Hold,Hold
1458.Hold,Hold
1459.Hold,Hold
1460.Hold,Hold
1461.Hold,Hold
1462.Hold,Hold
1463.Hold,Hold
1464.Hold,Hold
1465.Hold,Hold
1466.Hold,Hold
1467.Hold,Hold
1468.Hold,Hold
1469.Hold,Hold
1470.Hold,Hold
1471.Hold,Hold
1472.Hold,Hold
1473.Sell,Sell
1474.Hold,Hold
1475.Hold,Hold
1476.Hold,Hold
1477.Hold,Hold
1478.Hold,Hold
1479.Hold,Hold
1480.Hold,Hold
1481.Hold,Hold
1482.Hold,Hold
1483.Hold,Hold
1484.Hold,Hold
1485.Hold,Hold
1486.Hold,Hold
1487.Hold,Hold
1488.Hold,Hold
1489.Hold,Hold
1490.Hold,Hold
1491.Hold,Hold
1492.Hold,Hold
1493.Hold,Hold
1494.Hold,Hold
1495.Hold,Hold
1496.Hold,Hold
1497.Hold,Hold
1498.Hold,Hold
1499.Hold,Hold
1500.Hold,Hold
1501.Hold,Hold
1502.Hold,Hold
1503.Hold,Hold
1504.Hold,Hold
1505.Sell,Sell
1506.Sell,Sell
1507.Sell,Sell
1508.Hold,Hold
1509.Hold,Hold
1510.Hold,Hold
1511.Hold,Hold
1512.Hold,Hold
1513.Buy,Buy
1514.Buy,Buy
1515.Hold,Hold
1516.Hold,Hold
1517.Hold,Hold
1518.Hold,Hold
1519.Hold,Hold
1520.Hold,Hold
1521.Hold,Hold
1522.Hold,Hold
1523.Hold,Hold
1524.Hold,Hold
1525.Hold,Hold
1526.Hold,Hold
1527.Hold,Hold
1528.Hold,Hold
1529.Hold,Hold
1530.Hold,Hold
1531.Hold,Hold
1532.Hold,Hold
1533.Hold,Hold
1534.Hold,Hold
1535.Hold,Hold
1536.Hold,Hold
1537.Hold,Hold
1538.Hold,Hold
1539.Sell,Sell
1540.Hold,Hold
1541.Hold,Hold
1542.Hold,Hold
1543.Hold,Hold
1544.Hold,Hold
1545.Hold,Hold
1546.Hold,Hold
1547.Hold,Hold
1548.Hold,Hold
1549.Hold,Hold
1550.Hold,Hold
1551.Hold,Hold
1552.Hold,Hold
1553.Hold,Hold
1554.Hold,Hold
1555.Hold,Hold
1556.Hold,Hold
1557.Hold,Hold
1558.Hold,Hold
1559.Hold,Hold
1560.Hold,Hold
1561.Hold,Hold
1562.Hold,Hold
1563.Hold,Hold
1564.Hold,Hold
1565.Hold,Hold
1566.Hold,Hold
1567.Hold,Hold
1568.Hold,Hold
1569.Hold,Hold
1570.Hold,Hold
1571.Hold,Hold
1572.Hold,Hold
1573.Hold,Hold
1574.Hold,Hold
1575.Hold,Hold
1576.Hold,Hold
1577.Sell,Sell
1578.Hold,Hold
1579.Hold,Hold
1580.Hold,Hold
1581.Hold,Hold
1582.Hold,Hold
1583.Hold,Hold
1584.Hold,Hold
1585.Hold,Hold
1586.Hold,Hold
1587.Sell,Sell
1588.Hold,Hold
1589.Hold,Hold
1590.Hold,Hold
1591.Hold,Hold
1592.Hold,Hold
1593.Hold,Hold
1594.Hold,Hold
1595.Hold,Hold
1596.Hold,Hold
1597.Hold,Hold
1598.Hold,Hold
1599.Hold,Hold
1600.Hold,Hold
1601.Hold,Hold
1602.Hold,Hold
1603.Hold,Hold
1604.Hold,Hold
1605.Hold,Hold
1606.Hold,Hold
1607.Hold,Hold
1608.Hold,Hold
1609.Hold,Hold
1610.Hold,Hold
1611.Hold,Hold
1612.Hold,Hold
1613.Hold,Hold
1614.Hold,Hold
1615.Hold,Hold
1616.Hold,Hold
1617.Hold,Hold
1618.Hold,Hold
1619.Hold,Hold
1620.Hold,Hold
1621.Hold,Hold
1622.Hold,Hold
1623.Hold,Hold
1624.Hold,Hold
1625.Hold,Hold
1626.Hold,Hold
1627.Hold,Hold
1628.Hold,Hold
1629.Hold,Hold
1630.Hold,Hold
1631.Hold,Hold
1632.Hold,Hold
1633.Hold,Hold
1634.Hold,Hold
1635.Hold,Hold
1636.Hold,Hold
1637.Hold,Hold
1638.Hold,Hold
1639.Hold,Hold
1640.Hold,Hold
1641.Hold,Hold
1642.Hold,Hold
1643.Hold,Hold
1644.Hold,Hold
1645.Hold,Hold
1646.Sell,Sell
1647.Hold,Hold
1648.Hold,Hold
1649.Hold,Hold
1650.Hold,Hold
1651.Hold,Hold
1652.Hold,Hold
1653.Hold,Hold
1654.Hold,Hold
1655.Hold,Hold
1656.Hold,Hold
1657.Hold,Hold
1658.Sell,Sell
1659.Sell,Sell
1660.Sell,Sell
1661.Sell,Sell
1662.Sell,Sell
1663.Hold,Hold
1664.Hold,Hold
1665.Hold,Hold
1666.Hold,Hold
1667.Hold,Hold
1668.Hold,Hold
1669.Hold,Hold
1670.Hold,Hold
1671.Hold,Hold
1672.Hold,Hold
1673.Hold,Hold
1674.Hold,Hold
1675.Hold,Hold
1676.Sell,Sell
1677.Hold,Hold
1678.Sell,Sell
1679.Sell,Sell
1680.Hold,Hold
1681.Hold,Hold
1682.Hold,Hold
1683.Hold,Hold
1684.Hold,Hold
1685.Hold,Hold
1686.Sell,Sell
1687.Hold,Hold
1688.Hold,Hold
1689.Hold,Hold
1690.Hold,Hold
1691.Hold,Hold
1692.Hold,Hold
1693.Hold,Hold
1694.Hold,Hold
1695.Hold,Hold
1696.Hold,Hold
1697.Hold,Hold
1698.Hold,Hold
1699.Hold,Hold
1700.Hold,Hold
1701.Hold,Hold
1702.Hold,Hold
1703.Sell,Sell
1704.Hold,Hold
1705.Hold,Hold
1706.Hold,Hold
1707.Sell,Sell
1708.Hold,Hold
1709.Sell,Sell
1710.Sell,Sell
1711.Sell,Sell
1712.Hold,Hold
1713.Hold,Hold
1714.Hold,Hold
1715.Hold,Hold
1716.Hold,Hold
1717.Hold,Hold
1718.Hold,Hold
1719.Hold,Hold
1720.Hold,Hold
1721.Hold,Hold
1722.Hold,Hold
1723.Hold,Hold
1724.Hold,Hold
1725.Hold,Hold
1726.Hold,Hold
1727.Hold,Hold
1728.Hold,Hold
1729.Hold,Hold
1730.Hold,Hold
1731.Hold,Hold
1732.Hold,Hold
1733.Hold,Hold
1734.Hold,Hold
1735.Hold,Hold
1736.Sell,Sell
1737.Hold,Hold
1738.Hold,Hold
1739.Hold,Hold
1740.Hold,Hold
1741.Hold,Hold
1742.Sell,Sell
1743.Sell,Sell
1744.Sell,Sell
1745.Sell,Sell
1746.Sell,Sell
1747.Hold,Hold
1748.Hold,Hold
1749.Hold,Hold
1750.Hold,Hold
1751.Hold,Hold
1752.Hold,Hold
1753.Hold,Hold
1754.Hold,Hold
1755.Hold,Hold
1756.Sell,Sell
1757.Hold,Hold
1758.Hold,Hold
1759.Hold,Hold
1760.Hold,Hold
1761.Hold,Hold
1762.Hold,Hold
1763.Hold,Hold
1764.Hold,Hold
1765.Hold,Hold
1766.Hold,Hold
1767.Hold,Hold
1768.Hold,Hold
1769.Hold,Hold
1770.Hold,Hold
1771.Hold,Hold
1772.Hold,Hold
1773.Hold,Hold
1774.Hold,Hold
1775.Hold,Hold
1776.Hold,Hold
1777.Hold,Hold
1778.Hold,Hold
1779.Hold,Hold
1780.Hold,Hold
1781.Hold,Hold
1782.Hold,Hold
1783.Hold,Hold
1784.Hold,Hold
1785.Sell,Sell
1786.Sell,Sell
1787.Sell,Sell
1788.Sell,Sell
1789.Sell,Sell
1790.Sell,Sell
1791.Sell,Sell
1792.Sell,Sell
1793.Sell,Sell
1794.Sell,Sell
1795.Hold,Hold
1796.Hold,Hold
1797.Hold,Hold
1798.Hold,Hold
1799.Hold,Hold
1800.Hold,Hold
1801.Hold,Hold
1802.Hold,Hold
1803.Hold,Hold
1804.Hold,Hold
1805.Hold,Hold
1806.Hold,Hold
1807.Hold,Hold
1808.Hold,Hold
1809.Hold,Hold
1810.Hold,Hold
1811.Hold,Hold
1812.Sell,Sell
1813.Sell,Sell
1814.Hold,Hold
1815.Hold,Hold
1816.Hold,Hold
1817.Buy,Buy
1818.Hold,Hold
1819.Hold,Hold
1820.Hold,Hold
1821.Hold,Hold
1822.Hold,Hold
1823.Buy,Buy
1824.Buy,Buy
1825.Buy,Buy
1826.Hold,Hold
1827.Hold,Hold
1828.Hold,Hold
1829.Sell,Sell
1830.Sell,Sell
1831.Hold,Hold
1832.Buy,Buy
1833.Buy,Buy
1834.Buy,Buy
1835.Buy,Buy
1836.Buy,Buy
1837.Hold,Hold
1838.Hold,Hold
1839.Sell,Sell
1840.Sell,Sell
1841.Hold,Hold
1842.Sell,Sell
1843.Sell,Sell
1844.Hold,Hold
1845.Sell,Sell
1846.Sell,Sell
1847.Sell,Sell
1848.Sell,Sell
1849.Hold,Hold
1850.Hold,Hold
1851.Hold,Hold
1852.Hold,Hold
1853.Hold,Hold
1854.Hold,Hold
1855.Hold,Hold
1856.Hold,Hold
1857.Hold,Hold
1858.Hold,Hold
1859.Hold,Hold
1860.Hold,Hold
1861.Buy,Buy
1862.Buy,Buy
1863.Hold,Hold
1864.Hold,Hold
1865.Hold,Hold
1866.Hold,Hold
1867.Sell,Sell
1868.Hold,Hold
1869.Hold,Hold
1870.Hold,Hold
1871.Hold,Hold
1872.Sell,Sell
1873.Hold,Hold
1874.Sell,Sell
1875.Sell,Sell
1876.Sell,Sell
1877.Hold,Hold
1878.Hold,Hold
1879.Hold,Hold
1880.Hold,Hold
1881.Hold,Hold
1882.Hold,Hold
1883.Hold,Hold
1884.Hold,Hold
1885.Hold,Hold
1886.Hold,Hold
1887.Hold,Hold
1888.Hold,Hold
1889.Hold,Hold
1890.Hold,Hold
1891.Hold,Hold
1892.Hold,Hold
1893.Hold,Hold
1894.Hold,Hold
1895.Hold,Hold
1896.Hold,Hold
1897.Hold,Hold
1898.Hold,Hold
1899.Hold,Hold
1900.Hold,Hold
1901.Hold,Hold
1902.Hold,Hold
1903.Hold,Hold
1904.Hold,Hold
1905.Hold,Hold
1906.Hold,Hold
1907.Hold,Hold
1908.Hold,Hold
1909.Hold,Hold
1910.Sell,Sell
1911.Sell,Sell
1912.Sell,Sell
1913.Sell,Sell
1914.Sell,Sell
1915.Sell,Sell
1916.Hold,Hold
1917.Hold,Hold
1918.Sell,Sell
1919.Hold,Hold
1920.Hold,Hold
1921.Hold,Hold
1922.Hold,Hold
1923.Hold,Hold
1924.Hold,Hold
1925.Hold,Hold
1926.Hold,Hold
1927.Hold,Hold
1928.Hold,Hold
1929.Hold,Hold
1930.Hold,Hold
1931.Sell,Sell
1932.Sell,Sell
1933.Sell,Sell
1934.Sell,Sell
1935.Sell,Sell
1936.Hold,Hold
1937.Hold,Hold
1938.Hold,Hold
1939.Hold,Hold
1940.Hold,Hold
1941.Hold,Hold
1942.Hold,Hold
1943.Hold,Hold
1944.Hold,Hold
1945.Hold,Hold
1946.Hold,Hold
1947.Hold,Hold
1948.Hold,Hold
1949.Hold,Hold
1950.Hold,Hold
1951.Hold,Hold
1952.Hold,Hold
1953.Hold,Hold
1954.Hold,Hold
1955.Hold,Hold
1956.Sell,Sell
1957.Hold,Hold
1958.Hold,Hold
1959.Hold,Hold
1960.Hold,Hold
1961.Hold,Hold
1962.Hold,Hold
1963.Sell,Sell
1964.Sell,Sell
1965.Sell,Sell
1966.Sell,Sell
1967.Hold,Hold
1968.Hold,Hold
1969.Hold,Hold
1970.Hold,Hold
1971.Hold,Hold
1972.Hold,Hold
1973.Hold,Hold
1974.Hold,Hold
1975.Hold,Hold
1976.Hold,Hold
1977.Sell,Sell
1978.Sell,Sell
1979.Hold,Hold
1980.Hold,Hold
1981.Sell,Sell
1982.Hold,Hold
1983.Hold,Hold
1984.Hold,Hold
1985.Hold,Hold
1986.Hold,Hold
1987.Hold,Hold
1988.Hold,Hold
1989.Hold,Hold
1990.Hold,Hold
1991.Sell,Sell
1992.Sell,Sell
1993.Sell,Sell
1994.Sell,Sell
1995.Sell,Sell
1996.Hold,Hold
1997.Hold,Hold
1998.Hold,Hold
1999.Hold,Hold
2000.Hold,Hold
2001.Hold,Hold
2002.Sell,Sell
2003.Sell,Sell
2004.Sell,Sell
2005.Sell,Sell
2006.Sell,Sell
2007.Sell,Sell
2008.Sell,Sell
2009.Sell,Sell
2010.Sell,Sell
2011.Sell,Sell
2012.Sell,Sell
2013.Sell,Sell
2014.Sell,Sell
2015.Sell,Sell
2016.Hold,Hold
2017.Hold,Hold
2018.Hold,Hold
2019.Hold,Hold
2020.Hold,Hold
2021.Hold,Hold
2022.Hold,Hold
2023.Hold,Hold
2024.Buy,Buy
2025.Hold,Hold
2026.Hold,Hold
2027.Hold,Hold
2028.Hold,Hold
2029.Hold,Hold
2030.Hold,Hold
2031.Hold,Hold
2032.Hold,Hold
2033.Sell,Sell
2034.Sell,Sell
2035.Hold,Hold
2036.Sell,Sell
2037.Sell,Sell
2038.Sell,Sell
2039.Sell,Sell
2040.Sell,Sell
2041.Sell,Sell
2042.Sell,Sell
2043.Hold,Hold
2044.Hold,Hold
2045.Hold,Hold
2046.Buy,Buy
2047.Buy,Buy
2048.Hold,Hold
2049.Hold,Hold
2050.Hold,Hold
2051.Hold,Hold
2052.Hold,Hold
2053.Hold,Hold
2054.Hold,Hold
2055.Hold,Hold
2056.Hold,Hold
2057.Hold,Hold
2058.Hold,Hold
2059.Sell,Sell
2060.Sell,Sell
2061.Sell,Sell
2062.Hold,Hold
2063.Hold,Hold
2064.Hold,Hold
2065.Hold,Hold
2066.Hold,Hold
2067.Hold,Hold
2068.Hold,Hold
2069.Sell,Sell
2070.Sell,Sell
2071.Sell,Sell
2072.Sell,Sell
2073.Hold,Hold
2074.Hold,Hold
2075.Hold,Hold
2076.Hold,Hold
2077.Hold,Hold
2078.Hold,Hold
2079.Hold,Hold
2080.Hold,Hold
2081.Hold,Hold
2082.Hold,Hold
2083.Hold,Hold
2084.Hold,Hold
2085.Hold,Hold
2086.Hold,Hold
2087.Hold,Hold
2088.Hold,Hold
2089.Hold,Hold
2090.Hold,Hold
2091.Hold,Hold
2092.Sell,Sell
2093.Sell,Sell
2094.Hold,Hold
2095.Hold,Hold
2096.Hold,Hold
2097.Hold,Hold
2098.Hold,Hold
2099.Hold,Hold
2100.Hold,Hold
2101.Hold,Hold
2102.Hold,Hold
2103.Hold,Hold
2104.Hold,Hold
2105.Hold,Hold
2106.Hold,Hold
2107.Hold,Hold
2108.Hold,Hold
2109.Sell,Sell
2110.Sell,Sell
2111.Sell,Sell
2112.Sell,Sell
2113.Sell,Sell
2114.Hold,Hold
2115.Hold,Hold
2116.Hold,Hold
2117.Sell,Sell
2118.Sell,Sell
2119.Sell,Sell
2120.Sell,Sell
2121.Sell,Sell
2122.Hold,Hold
2123.Buy,Buy
2124.Buy,Buy
2125.Buy,Buy
2126.Buy,Buy
2127.Sell,Sell
2128.Sell,Sell
2129.Sell,Sell
2130.Sell,Sell
2131.Sell,Sell
2132.Sell,Sell
2133.Hold,Hold
2134.Sell,Sell
2135.Sell,Sell
2136.Sell,Sell
2137.Sell,Sell
2138.Sell,Sell
2139.Hold,Hold
2140.Hold,Hold
2141.Buy,Buy
2142.Hold,Hold
2143.Hold,Hold
2144.Sell,Sell
2145.Hold,Hold
2146.Hold,Hold
2147.Hold,Hold
2148.Hold,Hold
2149.Hold,Hold
2150.Hold,Hold
2151.Hold,Hold
2152.Hold,Hold
2153.Hold,Hold
2154.Hold,Hold
2155.Hold,Hold
2156.Hold,Hold
2157.Sell,Sell
2158.Sell,Sell
2159.Sell,Sell
2160.Sell,Sell
2161.Sell,Sell
2162.Sell,Sell
2163.Sell,Sell
2164.Hold,Hold
2165.Hold,Hold
2166.Hold,Hold
2167.Hold,Hold
2168.Hold,Hold
2169.Hold,Hold
2170.Hold,Hold
2171.Hold,Hold
2172.Hold,Hold
2173.Hold,Hold
2174.Hold,Hold
2175.Hold,Hold
2176.Hold,Hold
2177.Hold,Hold
2178.Hold,Hold
2179.Buy,Buy
2180.Hold,Hold
2181.Hold,Hold
2182.Hold,Hold
2183.Hold,Hold
2184.Sell,Sell
2185.Hold,Hold
2186.Hold,Hold
2187.Sell,Sell
2188.Sell,Sell
2189.Sell,Sell
2190.Sell,Sell
2191.Sell,Sell
2192.Hold,Hold
2193.Hold,Hold
2194.Hold,Hold
2195.Hold,Hold
2196.Hold,Hold
2197.Hold,Hold
2198.Sell,Sell
2199.Sell,Sell
2200.Sell,Sell
2201.Sell,Sell
2202.Sell,Sell
2203.Sell,Sell
2204.Sell,Sell
2205.Sell,Sell
2206.Sell,Sell
2207.Sell,Sell
2208.Sell,Sell
2209.Hold,Hold
2210.Hold,Hold
2211.Hold,Hold
2212.Hold,Hold
2213.Hold,Hold
2214.Hold,Hold
2215.Hold,Hold
2216.Hold,Hold
2217.Hold,Hold
2218.Hold,Hold
2219.Hold,Hold
2220.Hold,Hold
2221.Buy,Buy
2222.Buy,Buy
2223.Hold,Hold
2224.Hold,Hold
2225.Hold,Hold
2226.Hold,Hold
2227.Hold,Hold
2228.Hold,Hold
2229.Hold,Hold
2230.Hold,Hold
2231.Sell,Sell
2232.Sell,Sell
2233.Hold,Hold
2234.Hold,Hold
2235.Hold,Hold
2236.Hold,Hold
2237.Hold,Hold
2238.Hold,Hold
2239.Hold,Hold
2240.Hold,Hold
2241.Hold,Hold
2242.Hold,Hold
2243.Buy,Buy
2244.Hold,Hold
2245.Hold,Hold
2246.Hold,Hold
2247.Sell,Sell
2248.Hold,Hold
2249.Hold,Hold
2250.Hold,Hold
2251.Sell,Sell
2252.Hold,Hold
2253.Sell,Sell
2254.Sell,Sell
2255.Sell,Sell
2256.Sell,Sell
2257.Sell,Sell
2258.Hold,Hold
2259.Sell,Sell
2260.Hold,Hold
2261.Hold,Hold
2262.Hold,Hold
2263.Hold,Hold
2264.Hold,Hold
2265.Hold,Hold
2266.Sell,Sell
2267.Hold,Hold
2268.Hold,Hold
2269.Sell,Sell
2270.Sell,Sell
2271.Hold,Hold
2272.Hold,Hold
2273.Hold,Hold
2274.Hold,Hold
2275.Hold,Hold
2276.Buy,Buy
2277.Hold,Hold
2278.Buy,Buy
2279.Buy,Buy
2280.Hold,Hold
2281.Hold,Hold
2282.Hold,Hold
2283.Hold,Hold
2284.Hold,Hold
2285.Hold,Hold
2286.Hold,Hold
2287.Hold,Hold
2288.Hold,Hold
2289.Hold,Hold
2290.Hold,Hold
2291.Hold,Hold
2292.Hold,Hold
2293.Hold,Hold
2294.Hold,Hold
2295.Hold,Hold
2296.Hold,Hold
2297.Hold,Hold
2298.Hold,Hold
2299.Hold,Hold
2300.Hold,Hold
2301.Hold,Hold
2302.Hold,Hold
2303.Sell,Sell
2304.Sell,Sell
2305.Sell,Sell
2306.Sell,Sell
2307.Sell,Sell
2308.Sell,Sell
2309.Hold,Hold
2310.Sell,Sell
2311.Hold,Hold
2312.Hold,Hold
2313.Hold,Hold
2314.Hold,Hold
2315.Hold,Hold
2316.Hold,Hold
2317.Buy,Buy
2318.Hold,Hold
2319.Hold,Hold
2320.Hold,Hold
2321.Hold,Hold
2322.Hold,Hold
2323.Hold,Hold
2324.Hold,Hold
2325.Hold,Hold
2326.Hold,Hold
2327.Hold,Hold
2328.Hold,Hold
2329.Hold,Hold
2330.Sell,Sell
2331.Hold,Hold
2332.Hold,Hold
2333.Hold,Hold
2334.Hold,Hold
2335.Hold,Hold
2336.Hold,Hold
2337.Buy,Buy
2338.Hold,Hold
2339.Buy,Buy
2340.Buy,Buy
2341.Hold,Hold
2342.Hold,Hold
2343.Hold,Hold
2344.Hold,Hold
2345.Hold,Hold
2346.Hold,Hold
2347.Hold,Hold
2348.Hold,Hold
2349.Hold,Hold
2350.Hold,Hold
2351.Hold,Hold
2352.Hold,Hold
2353.Hold,Hold
2354.Hold,Hold
2355.Hold,Hold
2356.Hold,Hold
2357.Hold,Hold
2358.Hold,Hold
2359.Hold,Hold
2360.Hold,Hold
2361.Hold,Hold
2362.Hold,Hold
2363.Hold,Hold
2364.Hold,Hold
2365.Sell,Sell
2366.Sell,Sell
2367.Hold,Hold
2368.Hold,Hold
2369.Hold,Hold
2370.Hold,Hold
2371.Hold,Hold
2372.Hold,Hold
2373.Hold,Hold
2374.Hold,Hold
2375.Sell,Sell
2376.Sell,Sell
2377.Sell,Sell
2378.Sell,Sell
2379.Sell,Sell
2380.Hold,Hold
2381.Hold,Hold
2382.Sell,Sell
2383.Hold,Hold
2384.Hold,Hold
2385.Hold,Hold
2386.Hold,Hold
2387.Hold,Hold
2388.Buy,Buy
2389.Buy,Buy
2390.Buy,Buy
2391.Hold,Hold
2392.Hold,Hold
2393.Hold,Hold
2394.Hold,Hold
2395.Sell,Sell
2396.Hold,Hold
2397.Hold,Hold
2398.Hold,Hold
2399.Hold,Hold
2400.Hold,Hold
2401.Hold,Hold
2402.Hold,Hold
2403.Hold,Hold
2404.Hold,Hold
2405.Hold,Hold
2406.Hold,Hold
2407.Hold,Hold
2408.Hold,Hold
2409.Hold,Hold
2410.Hold,Hold
2411.Hold,Hold
2412.Hold,Hold
2413.Hold,Hold
2414.Hold,Hold
2415.Hold,Hold
2416.Sell,Sell
2417.Sell,Sell
2418.Sell,Sell
2419.Sell,Sell
2420.Hold,Hold
2421.Hold,Hold
2422.Hold,Hold
2423.Hold,Hold
2424.Hold,Hold
2425.Sell,Sell
2426.Hold,Hold
2427.Hold,Hold
2428.Hold,Hold
2429.Hold,Hold
2430.Hold,Hold
2431.Hold,Hold
2432.Hold,Hold
2433.Hold,Hold
2434.Hold,Hold
2435.Hold,Hold
2436.Hold,Hold
2437.Hold,Hold
2438.Hold,Hold
2439.Hold,Hold
2440.Hold,Hold
2441.Hold,Hold
2442.Hold,Hold
2443.Hold,Hold
2444.Hold,Hold
2445.Buy,Buy
2446.Buy,Buy
2447.Buy,Buy
2448.Hold,Hold
2449.Buy,Buy
2450.Hold,Hold
2451.Hold,Hold
2452.Hold,Hold
2453.Hold,Hold
2454.Hold,Hold
2455.Sell,Sell
2456.Hold,Hold
2457.Sell,Sell
2458.Sell,Sell
2459.Sell,Sell
2460.Sell,Sell
2461.Sell,Sell
2462.Sell,Sell
2463.Hold,Hold
2464.Hold,Hold
2465.Hold,Hold
2466.Hold,Hold
2467.Hold,Hold
2468.Hold,Hold
2469.Hold,Hold
2470.Hold,Hold
2471.Hold,Hold
2472.Hold,Hold
2473.Hold,Hold
2474.Hold,Hold
2475.Hold,Hold
2476.Hold,Hold
2477.Hold,Hold
2478.Hold,Hold
2479.Hold,Hold
2480.Hold,Hold
2481.Hold,Hold
2482.Hold,Hold
2483.Hold,Hold
2484.Hold,Hold
2485.Hold,Hold
2486.Sell,Sell
2487.Hold,Hold
2488.Hold,Hold
2489.Hold,Hold
2490.Hold,Hold
2491.Hold,Hold
2492.Hold,Hold
2493.Hold,Hold
2494.Hold,Hold
2495.Hold,Hold
2496.Hold,Hold
2497.Hold,Hold
2498.Hold,Hold
2499.Hold,Hold
2500.Hold,Hold
2501.Hold,Hold
2502.Hold,Hold
2503.Hold,Hold
2504.Hold,Hold
2505.Hold,Hold
2506.Hold,Hold
2507.Hold,Hold
2508.Hold,Hold
2509.Sell,Sell
2510.Hold,Hold
2511.Hold,Hold
2512.Hold,Hold
2513.Hold,Hold
2514.Hold,Hold
2515.Hold,Hold
2516.Hold,Hold
2517.Hold,Hold
2518.Hold,Hold
2519.Hold,Hold
2520.Hold,Hold
2521.Hold,Hold
2522.Hold,Hold
2523.Hold,Hold
2524.Hold,Hold
2525.Hold,Hold
2526.Hold,Hold
2527.Hold,Hold
2528.Hold,Hold
2529.Hold,Hold
2530.Hold,Hold
2531.Hold,Hold
2532.Hold,Hold
2533.Hold,Hold
2534.Buy,Buy
2535.Buy,Buy
2536.Hold,Hold
2537.Hold,Hold
2538.Hold,Hold
2539.Buy,Buy
2540.Hold,Hold
2541.Buy,Buy
2542.Hold,Hold
2543.Hold,Hold
2544.Hold,Hold
2545.Hold,Hold
2546.Hold,Hold
2547.Hold,Hold
2548.Sell,Sell
2549.Sell,Sell
2550.Sell,Sell
2551.Sell,Sell
2552.Hold,Hold
2553.Hold,Hold
2554.Hold,Hold
2555.Hold,Hold
2556.Hold,Hold
2557.Hold,Hold
2558.Hold,Hold
2559.Hold,Hold
2560.Sell,Sell
2561.Hold,Hold
2562.Hold,Hold
2563.Hold,Hold
2564.Sell,Sell
2565.Sell,Sell
2566.Sell,Sell
2567.Hold,Hold
2568.Hold,Hold
2569.Hold,Hold
2570.Hold,Hold
2571.Hold,Hold
2572.Hold,Hold
2573.Hold,Hold
2574.Hold,Hold
2575.Hold,Hold
2576.Hold,Hold
2577.Hold,Hold
2578.Hold,Hold
2579.Hold,Hold
2580.Hold,Hold
2581.Hold,Hold
2582.Hold,Hold
2583.Hold,Hold
2584.Hold,Hold
2585.Hold,Hold
2586.Hold,Hold
2587.Sell,Sell
2588.Hold,Hold
2589.Hold,Hold
2590.Hold,Hold
2591.Hold,Hold
2592.Hold,Hold
2593.Hold,Hold
2594.Hold,Hold
2595.Hold,Hold
2596.Hold,Hold
2597.Hold,Hold
2598.Hold,Hold
2599.Hold,Hold
2600.Hold,Hold
2601.Sell,Sell
2602.Sell,Sell
2603.Sell,Sell
2604.Sell,Sell
2605.Sell,Sell
2606.Sell,Sell
2607.Sell,Sell
2608.Sell,Sell
2609.Sell,Sell
2610.Sell,Sell
2611.Sell,Sell
2612.Sell,Sell
2613.Hold,Hold
2614.Hold,Hold
2615.Hold,Hold
2616.Hold,Hold
2617.Hold,Hold
2618.Hold,Hold
2619.Hold,Hold
2620.Hold,Hold
2621.Hold,Hold
2622.Hold,Hold
2623.Hold,Hold
2624.Sell,Sell
2625.Hold,Hold
2626.Sell,Sell
2627.Hold,Hold
2628.Sell,Sell
2629.Hold,Hold
2630.Hold,Hold
